,time,result,fleet size
0,18.374988317489624,174.18747146908606,2
1,23.262672662734985,203.2501874123637,2
2,22.97398853302002,210.68476179547534,2
3,12.901079177856445,194.36947999420295,2
4,18.778273105621338,188.30344375988426,2
5,22.293285369873047,218.39012334535917,2
6,8.769771575927734,200.23914643638713,2
7,16.9870285987854,232.38285793658517,2
8,16.304047107696533,181.99869848997292,2
9,13.679596662521362,218.539501287424,2
10,14.792463779449463,269.47999899074904,2
11,17.735569715499878,191.2884034795094,2
12,11.940001487731934,199.90172603287783,2
13,15.578043937683105,163.04892627701778,2
14,11.780330181121826,127.17201664268958,2
15,13.406351566314697,187.3256398377739,2
16,24.720120668411255,160.4785045420873,2
17,11.179395198822021,167.28124414120856,2
18,12.922592639923096,170.66125025963865,2
19,20.129827737808228,171.59816599285517,2
