,time,result,fleet size
0,2.8848369121551514,633.8848256741404,3
1,0.753415584564209,642.0071479222665,3
2,1.0493404865264893,599.2321264608591,3
3,0.7995431423187256,634.7704592726277,3
4,0.9034478664398193,601.3488894962734,3
5,1.1269543170928955,638.6978419701757,3
6,1.8148462772369385,600.7802730540732,3
7,0.9425036907196045,613.748424344973,3
8,1.1120266914367676,570.9183335539233,3
9,1.8352785110473633,612.3087529592674,3
10,1.094695806503296,616.9058779267888,3
11,1.5448858737945557,638.6348456666708,3
12,0.8411555290222168,620.9114427091408,3
13,1.298276424407959,604.2079642129343,3
14,1.3837788105010986,621.6775466140282,3
15,1.1339340209960938,631.6626084415753,3
16,1.630685806274414,609.650405619503,3
17,0.9246089458465576,631.4441438228167,3
18,0.9524598121643066,626.4731143572512,3
19,1.012803554534912,637.7248839619257,3
20,1.2789721488952637,610.7167807674501,3
21,1.442547082901001,638.7766061708087,3
22,1.4654018878936768,624.1438086840691,3
23,1.04237699508667,584.2615602822401,3
24,1.2662618160247803,632.3638389318969,3
25,1.415602445602417,604.0792654286818,3
26,0.8744981288909912,587.5090173390469,3
27,0.8216843605041504,633.7173760914637,3
28,1.3684401512145996,613.4703593134744,3
29,0.9528257846832275,611.0691285133985,3
30,1.245208978652954,633.8772404737965,3
31,1.037809133529663,620.4213008043854,3
32,0.8998162746429443,638.6866381702539,3
33,1.1195824146270752,633.3715211662512,3
34,1.0115253925323486,638.7564850753494,3
35,0.8784596920013428,627.1413708850654,3
36,0.9872117042541504,640.248257768843,3
37,1.1185004711151123,637.7563748321704,3
38,0.8228495121002197,634.7588386612317,3
39,0.8753659725189209,628.4408154016016,3
40,1.3040516376495361,630.470537834622,3
41,0.7130210399627686,611.8835838613529,3
42,0.7195937633514404,637.0155325147076,3
43,1.3905916213989258,625.9749199361067,3
44,1.2994115352630615,600.1315167658582,3
45,0.6816937923431396,639.578955082539,3
46,1.0015511512756348,636.7925213546145,3
47,0.8463592529296875,607.5450851682622,3
48,0.8948249816894531,636.970117467827,3
49,0.9329860210418701,641.1745316506446,3
50,1.3369133472442627,621.2507813694515,3
51,0.8988804817199707,611.6385787129809,3
52,1.232978343963623,589.4309236460197,3
53,0.9710562229156494,630.1863922456266,3
54,1.7140719890594482,626.1807908240554,3
55,1.3053538799285889,623.5056283371014,3
56,1.248121976852417,570.6192695997697,3
57,1.0739953517913818,574.8339526105807,3
58,2.3285071849823,611.8645634519708,3
59,1.3082749843597412,640.3961809360869,3
60,0.9188923835754395,635.6355616910621,3
61,0.9965541362762451,568.871949998989,3
62,0.9588630199432373,614.7105035648124,3
63,0.9229624271392822,621.1799707973353,3
64,1.2073466777801514,582.0586464487002,3
65,1.0599088668823242,627.1025958702705,3
66,1.1369524002075195,636.9530811314565,3
67,1.050419807434082,606.3960399986847,3
68,0.9114465713500977,570.8662154902798,3
69,0.850327730178833,623.9276120720409,3
70,0.5994319915771484,639.2920326416729,3
71,0.927994966506958,611.3651361242324,3
72,0.7236030101776123,604.0207619035664,3
73,0.695634126663208,631.7498668543229,3
74,0.8107171058654785,624.5780250456149,3
75,0.611565113067627,626.3166735308523,3
76,0.8264825344085693,629.0891356249142,3
77,1.076303482055664,604.9497593066801,3
78,1.0937178134918213,611.192453582889,3
79,0.8212418556213379,599.8450217152326,3
80,0.8360049724578857,613.8560338939793,3
81,1.1236202716827393,632.4045586737705,3
82,0.7842605113983154,617.5200200263868,3
83,0.9881858825683594,634.6409113168238,3
84,0.7067534923553467,611.5126049838152,3
85,1.0522282123565674,623.6848858927276,3
86,0.6386713981628418,621.3849213489286,3
87,1.3220973014831543,630.069054928997,3
88,0.9687979221343994,610.5391975179035,3
89,0.994767427444458,625.2819324063684,3
90,0.5776107311248779,627.4851451809207,3
91,1.0936501026153564,641.1921964794464,3
92,0.8983349800109863,608.3860284224531,3
93,0.7157533168792725,608.9916808473733,3
94,0.8498997688293457,638.9253551794288,3
95,0.8311495780944824,623.0978405212643,3
96,1.3184988498687744,629.5543390576377,3
97,1.2027418613433838,637.5780396928518,3
98,1.9592018127441406,628.952313699862,3
99,0.8724699020385742,618.6087252801067,3
100,1.0849452018737793,627.4046142144487,3
101,1.1386423110961914,623.0973490919714,3
102,0.7777829170227051,630.8297583227468,3
103,1.0287818908691406,616.6698123682277,3
104,1.417924165725708,640.6037530133001,3
105,1.283001184463501,634.1482270742914,3
106,1.1630423069000244,622.9167509574605,3
107,1.285233736038208,638.835449616651,3
108,1.1642265319824219,619.0888729147503,3
109,0.756300687789917,619.9908157771117,3
110,0.8877646923065186,595.9475867560702,3
111,0.8579645156860352,641.4615996742746,3
112,0.8486025333404541,596.7969598488021,3
113,0.9123640060424805,601.0443762315072,3
114,0.9384634494781494,616.4858990946097,3
115,0.9125635623931885,632.5764025649938,3
116,1.06119704246521,640.7792696081844,3
117,0.7105286121368408,640.8525433422222,3
118,0.917034387588501,626.7250318253268,3
119,0.8614799976348877,601.2448926489918,3
120,1.0933518409729004,641.8250284609021,3
121,1.3012480735778809,632.6533699752185,3
122,1.2465031147003174,601.9100418045591,3
123,1.4372062683105469,639.982377484661,3
124,1.126518964767456,607.1501102570014,3
