,time,result,fleet size
0,300,2541.833105388713,14
1,300,2339.582876046695,14
2,300,2368.642552791115,14
3,300,2359.8065383936573,14
4,300,2393.920208115041,14
5,300,2483.5706765819,14
6,300,2414.598147974174,14
7,300,2453.9955826918313,14
8,300,2381.308960264586,14
9,300,2288.874053772756,14
10,300,2450.8717914088747,14
11,300,2551.251979690803,14
12,300,2372.2737207303066,14
13,300,2438.221425920593,14
14,300,2481.8556761475143,14
15,300,2368.368788157288,14
16,300,2443.1504425649,14
17,300,2415.0520232681038,14
18,300,2479.242016403549,14
19,300,2475.6505032135383,14
20,300,2368.8897452111837,14
21,300,2663.4220533684834,14
22,300,2635.5249971601247,14
23,300,2700.7106702398414,14
24,300,2219.2224400143537,14
25,300,2488.878419984697,14
26,300,2548.724287574434,14
27,300,2411.6557500001495,14
28,300,2482.977512937634,14
29,300,2577.204037135333,14
30,300,2428.5625874042485,14
31,300,2472.7108511472165,14
32,300,2614.6279102668927,15
33,300,2533.0828110380935,14
34,300,2483.253203808592,14
35,300,2427.4099328346438,14
36,300,2268.833209524983,14
37,300,2431.168576211256,14
38,300,2496.115397824688,14
39,300,2537.263979215831,14
40,300,2392.861239888917,14
41,300,2388.2888857638764,14
42,300,2413.5629237652015,14
43,300,2415.2481348664055,14
44,300,2459.0144477640492,14
45,300,2487.391760753644,14
46,300,2581.3566868219073,14
47,300,2411.5957935715446,14
48,300,2505.329063279147,14
49,300,2578.8046456213274,14
50,300,2391.6549218615814,14
51,300,2515.6866572439026,14
52,300,2390.0368045303203,14
53,300,2495.3285576448316,14
54,300,2370.293036373917,14
55,300,2489.0890378652275,14
56,300,2601.6200216265984,14
57,300,2505.866424218663,14
58,300,2475.432302118048,14
59,300,2643.7492044558253,14
60,300,2418.7148094766217,14
61,300,2420.750161636252,14
62,300,2508.159403117134,14
63,300,2568.5687080285898,14
64,300,2498.9051105579533,14
65,300,2528.8072883619834,14
66,300,2433.597050165372,14
67,300,2448.619975568296,14
68,300,2599.9091658794205,14
69,300,2585.8369900579546,14
70,300,2612.554856376156,14
71,300,2474.345232553821,14
72,300,2639.980344552422,14
73,300,2433.748670688708,14
74,300,2529.8023588404794,14
75,300,2536.244078096495,14
76,300,2441.0356888209803,14
77,300,2525.788092874016,14
78,300,2567.6723388476025,14
79,300,2486.7365355691395,14
80,300,2601.0985132703313,14
81,300,2541.411926811567,14
82,300,2385.50835870045,14
83,300,2566.258888936343,14
84,300,2525.825981099315,14
85,300,2553.402025744589,14
86,300,2479.1882127557137,14
87,300,2655.68258959864,14
88,300,2330.76012954735,14
89,300,2671.5490772457206,14
90,300,2363.078621716793,14
91,300,2531.159331787223,14
92,300,2554.97035174807,14
93,300,2514.0690668781594,14
94,300,2548.87771475489,14
95,300,2444.4976896872236,14
96,300,2701.6077824364006,14
97,300,2489.6976085267283,14
98,300,2488.205459421497,14
99,300,2551.6794400934587,14
100,300,2577.2043663799664,14
101,300,2532.7223912932673,14
102,300,2556.017195231606,14
103,300,2673.1826192150834,14
104,300,2475.183659460904,14
105,300,2353.235730621064,14
106,300,2352.134519647797,14
107,300,2448.904069642481,14
108,300,2489.933366497675,14
109,300,2519.60923780233,14
110,300,2327.1471303636304,14
111,300,2342.8450229599825,14
112,300,2502.490611795193,14
113,300,2459.448509865152,14
114,300,2538.1021485081005,14
115,300,2413.3332950444083,14
116,300,2446.4444252914086,14
117,300,2595.8804402154105,14
118,300,2442.2026964172856,14
119,300,2565.971257419799,14
120,300,2297.65816441069,14
121,300,2534.12778666389,14
122,300,2369.158103966027,14
123,300,2475.29850244067,14
124,300,2379.669688138835,14
125,300,2448.718575622552,14
126,300,2374.5553714595303,14
127,300,2458.3878925635595,14
128,300,2444.40554419837,14
129,300,2361.452510219151,14
130,300,2456.0070581446876,14
131,300,2357.674642451821,14
132,300,2356.214884502064,14
133,300,2606.760179413092,14
134,300,2336.803151625962,14
135,300,2408.0533207015405,14
136,300,2617.2843338360153,14
137,300,2325.7576338549084,14
138,300,2475.569326745714,14
139,300,2467.9803902174644,14
140,300,2449.2213831887766,14
141,300,2291.9889242582876,14
142,300,2447.6547425768754,14
143,300,2326.6516166897604,14
144,300,2389.3540576838777,14
145,300,2490.296190727657,14
146,300,2460.284389577224,14
147,300,2361.7297923040287,14
148,300,2422.610770839569,14
