,time,result,fleet size
0,0.6611287593841553,630.2455668508791,3
1,0.6524121761322021,611.889815589415,3
2,0.6658060550689697,641.7848229876499,3
3,0.6579372882843018,637.7412004263439,3
4,0.7180888652801514,624.1738405310599,3
5,0.696591854095459,602.9718933960357,3
6,0.6555328369140625,632.3839452274049,3
7,0.8212130069732666,621.6827282735534,3
8,0.6858749389648438,635.4462574757931,3
9,0.7141039371490479,638.9020976373948,3
10,0.6701509952545166,619.0011185257772,3
11,0.7126662731170654,630.3392369531912,3
12,0.6292850971221924,632.7278629912556,3
13,0.6045057773590088,639.8617025604689,3
14,0.6586768627166748,613.8012558779991,3
15,0.49652671813964844,637.8387549279942,3
16,0.3580448627471924,617.7071926963894,3
17,0.5559160709381104,626.3250364494291,3
18,0.4387071132659912,608.4658716626376,3
19,0.7607100009918213,629.8427876602057,3
20,0.6623380184173584,604.2923129070089,3
21,0.547309160232544,598.4602404622747,3
22,0.4915180206298828,641.7231677584642,3
23,0.7223248481750488,628.6322621297321,3
24,0.5477797985076904,616.4316181362019,3
25,0.682981014251709,642.7250461421824,3
26,0.8226959705352783,619.7637644224114,3
27,0.5448009967803955,642.8817538840376,3
28,0.5594799518585205,628.6338724088439,4
29,0.6913976669311523,629.7865320149574,3
30,0.6009118556976318,640.8455447989476,3
31,0.7171318531036377,626.6455853093909,3
32,0.43651366233825684,630.7070899755531,3
33,0.9101719856262207,637.7591002507414,3
34,0.660243034362793,623.0905179041627,3
35,0.5459959506988525,614.799847789745,3
36,0.7363271713256836,641.8130153968452,3
37,0.7230889797210693,630.2785005617294,3
38,0.49067068099975586,633.2264537229714,3
39,0.6050009727478027,612.504318328809,3
40,0.5450868606567383,572.371630116804,3
41,0.3808140754699707,637.3260381475,3
42,0.7166163921356201,642.8707006864057,3
43,0.6074938774108887,628.7833350488542,3
44,0.6113400459289551,620.4055130309887,3
45,0.6345021724700928,618.3954236038913,3
46,0.7200267314910889,593.7647117961575,3
47,0.4426870346069336,622.1394713561078,3
48,0.4443020820617676,637.9330911761148,3
49,0.8509292602539062,632.1859123491666,3
50,0.5555887222290039,621.0589500252765,3
51,0.7401690483093262,615.9116819559569,3
52,0.6620509624481201,632.0637941795013,3
53,0.7499639987945557,642.1758828960316,3
54,0.7182939052581787,633.6427932540787,3
55,0.49941086769104004,617.2227385616186,4
56,0.4895970821380615,621.9997958861762,3
57,0.5742278099060059,634.8923908274387,3
58,0.9370291233062744,639.4083589753905,3
59,0.6050529479980469,613.1327506423851,3
60,0.5209369659423828,629.1874310181404,3
61,0.4406561851501465,639.7543990825897,3
62,0.659332275390625,587.671292922307,3
63,0.6562578678131104,623.1460762180066,3
64,0.605006217956543,639.3115176694234,3
65,0.6931171417236328,639.9349864587456,3
66,0.6633079051971436,642.9333727936546,3
67,0.7155780792236328,589.0316321978243,3
68,0.63527512550354,600.3398391031565,3
69,0.5025527477264404,634.7569216323374,3
70,0.8134872913360596,634.5684151444989,3
71,0.6046967506408691,635.5178624097298,3
72,0.8551242351531982,602.5870471277788,3
73,0.8317291736602783,620.5617259214629,3
74,0.6577479839324951,641.6390912650362,3
75,0.4936089515686035,630.3893825905214,3
76,0.4643430709838867,607.375456505087,3
77,0.6084620952606201,627.4012984638784,3
78,0.7681899070739746,621.6655004913691,3
79,0.43821215629577637,631.1069147332444,3
80,0.526353120803833,640.5882206558135,3
81,0.4952099323272705,614.6299787657005,3
82,0.8231098651885986,633.5781750024104,3
83,0.49558305740356445,595.242337278567,3
84,0.6947197914123535,571.7311820459827,3
85,0.8246650695800781,630.8640370610027,3
86,0.49565577507019043,639.560360598249,3
87,0.65972900390625,627.3455109168414,3
88,0.6367621421813965,605.9731895728904,3
89,0.4993400573730469,630.3806170713366,3
90,0.6028249263763428,639.9486461522358,3
91,0.7899918556213379,634.5200774201178,3
92,0.8616969585418701,634.4392264327233,3
93,0.7151627540588379,623.985494576261,3
94,0.4964599609375,636.4496926225053,3
95,0.6015090942382812,623.1715572104512,3
96,0.5252799987792969,630.4884526187728,3
97,0.6129369735717773,631.4526523012061,3
98,0.6602859497070312,621.8473728174005,3
99,0.8333749771118164,597.4082905428248,3
100,0.6905889511108398,607.4193441348843,3
101,0.6647279262542725,629.2185179704985,3
102,0.7139818668365479,626.8150762251142,3
103,0.4326350688934326,580.9224416805507,3
104,0.6378800868988037,581.7464780339886,3
105,0.43451523780822754,616.2128373688432,3
